file_name,topic,topic_score,topic_keywords
revl-n178-SP_CK-3000-[…1936-05-09].txt,2,0.17192507541959498,"palīdzības, tautas, darba, sarkanās palīdzības, latvijas, sarkanās, spānijas, fašistu, darba tautas, cietumos, ziemas, tauta, palīdzība, viņu, latvijas sarkanās"
revl-n054-United_antifascist_committee-unk-1934-07.txt,1,0.09089113537752597,"strādnieku, darba, algas, strādnieki, strādniekiem, arodbiedrību, biedri, valdība, strādniekus, algu, arodbiedrības, mūsu, cīņas, bezdarbnieku, uzlabošanu"
revl-n025-SP_CK-unk-[…1934-04-24].txt,2,0.20136769586488323,"palīdzības, tautas, darba, sarkanās palīdzības, latvijas, sarkanās, spānijas, fašistu, darba tautas, cietumos, ziemas, tauta, palīdzība, viņu, latvijas sarkanās"
revl-n110-LKP_CK-10000-[…1935-02-09].txt,5,0.4474247882052456,"nāves, latvijas, protesta, ulmaņa, bendes, murinam, nāves sodu, sodu, strādnieku, nost, atcelt nāves, tiesas, režīmu, jaunieti, kara tiesas"
revl-n068-LKP_Riga_committee_Shoemakers_faction-600-1934-09-30.txt,1,0.2751211533972422,"strādnieku, darba, algas, strādnieki, strādniekiem, arodbiedrību, biedri, valdība, strādniekus, algu, arodbiedrības, mūsu, cīņas, bezdarbnieku, uzlabošanu"
revl-n046-LKJS_CK-5000-[…1934-07-17].txt,0,0.21728060001394064,"sprs, kara, latvijas, padomju, tautu, karu, darbaļaužu, tautas, pasaules, vācijas, vācu, karš, miera, visu, baltijas"
revl-n187-LKP_Riga_committee-5000-[…1936-07-29].txt,0,0.15696415408573772,"sprs, kara, latvijas, padomju, tautu, karu, darbaļaužu, tautas, pasaules, vācijas, vācu, karš, miera, visu, baltijas"
revl-n090-LKJS_Riga_port_workers_cell-unk-1934-12-07.txt,1,0.24771336278183384,"strādnieku, darba, algas, strādnieki, strādniekiem, arodbiedrību, biedri, valdība, strādniekus, algu, arodbiedrības, mūsu, cīņas, bezdarbnieku, uzlabošanu"
revl-n038-LKP_Riga_committee-unk-[…1934-05-25].txt,1,0.18004328578623063,"strādnieku, darba, algas, strādnieki, strādniekiem, arodbiedrību, biedri, valdība, strādniekus, algu, arodbiedrības, mūsu, cīņas, bezdarbnieku, uzlabošanu"
revl-n087-SP_CK_SP_Riga_committee-6000-[…1934-11-18].txt,2,0.25044706348966866,"palīdzības, tautas, darba, sarkanās palīdzības, latvijas, sarkanās, spānijas, fašistu, darba tautas, cietumos, ziemas, tauta, palīdzība, viņu, latvijas sarkanās"
revl-n105-LKJS_CK-4000-1935-02-01.txt,5,0.5446502145945983,"nāves, latvijas, protesta, ulmaņa, bendes, murinam, nāves sodu, sodu, strādnieku, nost, atcelt nāves, tiesas, režīmu, jaunieti, kara tiesas"
revl-n057-LKJS_Riga_committee-2000-1934-08-10.txt,4,0.4279746565148357,"jaunatnes, darba, skolu, jaunatne, jaunatnei, strādnieku, skolnieku, jaunatni, darba jaunatnes, latvijas, skolas, jaunieši, cīņas, skolās, padomju"
revl-n084-LKJS_CK-3000-1934-11-12.txt,4,0.18545350155362408,"jaunatnes, darba, skolu, jaunatne, jaunatnei, strādnieku, skolnieku, jaunatni, darba jaunatnes, latvijas, skolas, jaunieši, cīņas, skolās, padomju"
revl-n012-LKP_CK-unk-[…1934-02-24].txt,1,0.17082277551850758,"strādnieku, darba, algas, strādnieki, strādniekiem, arodbiedrību, biedri, valdība, strādniekus, algu, arodbiedrības, mūsu, cīņas, bezdarbnieku, uzlabošanu"
revl-n101-LKJS_Jurmala_district_committee-250-1935-01-31.txt,1,0.2681279790623453,"strādnieku, darba, algas, strādnieki, strādniekiem, arodbiedrību, biedri, valdība, strādniekus, algu, arodbiedrības, mūsu, cīņas, bezdarbnieku, uzlabošanu"
revl-n003-SP_CK-unk-[…1934-01-21].txt,2,0.15330861814350316,"palīdzības, tautas, darba, sarkanās palīdzības, latvijas, sarkanās, spānijas, fašistu, darba tautas, cietumos, ziemas, tauta, palīdzība, viņu, latvijas sarkanās"
revl-n096-LKP_Riga_committee-5000-[…1935-01-02].txt,1,0.19996929042210354,"strādnieku, darba, algas, strādnieki, strādniekiem, arodbiedrību, biedri, valdība, strādniekus, algu, arodbiedrības, mūsu, cīņas, bezdarbnieku, uzlabošanu"
revl-n106-LKJS_Riga_committee-4000-1935-02-03.txt,5,0.5033716143125758,"nāves, latvijas, protesta, ulmaņa, bendes, murinam, nāves sodu, sodu, strādnieku, nost, atcelt nāves, tiesas, režīmu, jaunieti, kara tiesas"
revl-n180-LKP_Riga_committee-10000-[…1936-05-13].txt,1,0.11112827862593959,"strādnieku, darba, algas, strādnieki, strādniekiem, arodbiedrību, biedri, valdība, strādniekus, algu, arodbiedrības, mūsu, cīņas, bezdarbnieku, uzlabošanu"
revl-n048-LKP_CK-5000-[…1934-07-22].txt,0,0.26578037680262223,"sprs, kara, latvijas, padomju, tautu, karu, darbaļaužu, tautas, pasaules, vācijas, vācu, karš, miera, visu, baltijas"
revl-n148-LKP_Riga_org_Kirov_district_committee-800-[…1935-07-28].txt,1,0.3167522079131643,"strādnieku, darba, algas, strādnieki, strādniekiem, arodbiedrību, biedri, valdība, strādniekus, algu, arodbiedrības, mūsu, cīņas, bezdarbnieku, uzlabošanu"
revl-n050-LKP_LKJS_Daugavpils_committee-3000-1934-07.txt,0,0.20048162901803096,"sprs, kara, latvijas, padomju, tautu, karu, darbaļaužu, tautas, pasaules, vācijas, vācu, karš, miera, visu, baltijas"
revl-n022-SP_Riga_committee-unk-[…1934-03-18].txt,2,0.21031093404644577,"palīdzības, tautas, darba, sarkanās palīdzības, latvijas, sarkanās, spānijas, fašistu, darba tautas, cietumos, ziemas, tauta, palīdzība, viņu, latvijas sarkanās"
revl-n061-LKJS_CK_LKJS_Riga_committee-unk-[1934-08-20..1934-08-31].txt,4,0.1201469692131878,"jaunatnes, darba, skolu, jaunatne, jaunatnei, strādnieku, skolnieku, jaunatni, darba jaunatnes, latvijas, skolas, jaunieši, cīņas, skolās, padomju"
revl-n126-LKJS_LSJS_Riga_students_united_struggle_committee-1000-1935-03.txt,4,0.24233584946498132,"jaunatnes, darba, skolu, jaunatne, jaunatnei, strādnieku, skolnieku, jaunatni, darba jaunatnes, latvijas, skolas, jaunieši, cīņas, skolās, padomju"
revl-n056-LKP_soldiers_org-unk-1934-07.txt,0,0.15737013165577224,"sprs, kara, latvijas, padomju, tautu, karu, darbaļaužu, tautas, pasaules, vācijas, vācu, karš, miera, visu, baltijas"
revl-n176-LKJS_Riga_committee-unk-[…1936-04-29].txt,4,0.31464801864968117,"jaunatnes, darba, skolu, jaunatne, jaunatnei, strādnieku, skolnieku, jaunatni, darba jaunatnes, latvijas, skolas, jaunieši, cīņas, skolās, padomju"
revl-n179-LKP_Riga_committee-8000-[…1936-05-13].txt,0,0.13391422090758962,"sprs, kara, latvijas, padomju, tautu, karu, darbaļaužu, tautas, pasaules, vācijas, vācu, karš, miera, visu, baltijas"
revl-n065-LKJS_CK_LKJS_Riga_committee-unk-1934-09-03.txt,4,0.35001186905041415,"jaunatnes, darba, skolu, jaunatne, jaunatnei, strādnieku, skolnieku, jaunatni, darba jaunatnes, latvijas, skolas, jaunieši, cīņas, skolās, padomju"
revl-n043-LKJS_Riga_org_X_district_committee-unk-1934-07-12.txt,1,0.23678027948760863,"strādnieku, darba, algas, strādnieki, strādniekiem, arodbiedrību, biedri, valdība, strādniekus, algu, arodbiedrības, mūsu, cīņas, bezdarbnieku, uzlabošanu"
revl-n009-LKJS_CK-3000-1934-02-10.txt,1,0.1842091651038439,"strādnieku, darba, algas, strādnieki, strādniekiem, arodbiedrību, biedri, valdība, strādniekus, algu, arodbiedrības, mūsu, cīņas, bezdarbnieku, uzlabošanu"
revl-n077-LKP_CK-500-1934-10-22.txt,0,0.14991336014401732,"sprs, kara, latvijas, padomju, tautu, karu, darbaļaužu, tautas, pasaules, vācijas, vācu, karš, miera, visu, baltijas"
revl-n104-LKJS_Riga_org_homeless_cell-100-1935-01.txt,4,0.13099810001224552,"jaunatnes, darba, skolu, jaunatne, jaunatnei, strādnieku, skolnieku, jaunatni, darba jaunatnes, latvijas, skolas, jaunieši, cīņas, skolās, padomju"
revl-n005-LKP_CK_LKJS_CK-5000-1934-01.txt,1,0.14857117144682414,"strādnieku, darba, algas, strādnieki, strādniekiem, arodbiedrību, biedri, valdība, strādniekus, algu, arodbiedrības, mūsu, cīņas, bezdarbnieku, uzlabošanu"
revl-n137-LKP_Riga_committee-6000-1935-05-05.txt,5,0.12713192449301414,"nāves, latvijas, protesta, ulmaņa, bendes, murinam, nāves sodu, sodu, strādnieku, nost, atcelt nāves, tiesas, režīmu, jaunieti, kara tiesas"
revl-n089-LKJS_Riga_committee-1500-[1934-12-05…].txt,4,0.24164607073708833,"jaunatnes, darba, skolu, jaunatne, jaunatnei, strādnieku, skolnieku, jaunatni, darba jaunatnes, latvijas, skolas, jaunieši, cīņas, skolās, padomju"
revl-n127-SP_CK-5000-1935-03-17.txt,2,0.20852138914754276,"palīdzības, tautas, darba, sarkanās palīdzības, latvijas, sarkanās, spānijas, fašistu, darba tautas, cietumos, ziemas, tauta, palīdzība, viņu, latvijas sarkanās"
revl-n053-LKP_LKJS_Ventspils_committee-2000-1934-07.txt,0,0.1612034515695634,"sprs, kara, latvijas, padomju, tautu, karu, darbaļaužu, tautas, pasaules, vācijas, vācu, karš, miera, visu, baltijas"
revl-n103-LKP_CK_LKJS_CK_LSSZP_CK_LSJS_CK-3000-1935-01.txt,1,0.13091583972740956,"strādnieku, darba, algas, strādnieki, strādniekiem, arodbiedrību, biedri, valdība, strādniekus, algu, arodbiedrības, mūsu, cīņas, bezdarbnieku, uzlabošanu"
revl-n020-LKP_LKJS_Zemgales_org_Jelgavas_committee-unk-[1934-03-16…].txt,1,0.08882714999482713,"strādnieku, darba, algas, strādnieki, strādniekiem, arodbiedrību, biedri, valdība, strādniekus, algu, arodbiedrības, mūsu, cīņas, bezdarbnieku, uzlabošanu"
